id,QuestionID,QuestionTxt,RespTxt,RespPct,SurveyOrg,SurveySponsor,BegDate,EndDate,SampleSize,IntMethod,SubPopulation
156,USPSRA.121206.R28,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed?  To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?","Around 4,000",16.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,12/06/2006,12/10/2006,1502.0,telephone,
156,USPSRA.121206.R28,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed?  To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",Other (Vol.),1.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,12/06/2006,12/10/2006,1502.0,telephone,
156,USPSRA.121206.R28,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed?  To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",Don't know/Refused,6.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,12/06/2006,12/10/2006,1502.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?",Around 500,4.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?","Around 1,500",16.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?","Around 2,500 (correct)",53.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?","Around 3,500",19.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?",Other (Vol.),1.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
157,USPSRA.042006.R57,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1,500, around 2,500, or around 3,500 military deaths in Iraq?",Don't know/Refused,7.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/07/2006,04/16/2006,1501.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?",Around 500,5.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?","Around 1,000",23.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?","Around 2,000 (correct)",48.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?","Around 3,000",19.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?",Other (Vol.),1.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
158,USPSRA.111705.R23,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?",Don't know/Refused,4.0,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Council on Foreign Relations",10/12/2005,10/24/2005,2006.0,telephone,
159,USPSRA.061305.R25,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?",Under 500,4.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,06/08/2005,06/12/2005,1464.0,telephone,
159,USPSRA.061305.R25,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?","500 to 1,000",13.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,06/08/2005,06/12/2005,1464.0,telephone,
159,USPSRA.061305.R25,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?","1,000 to 2,000 (Correct)",54.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,06/08/2005,06/12/2005,1464.0,telephone,
159,USPSRA.061305.R25,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?","More than 2,000",24.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,06/08/2005,06/12/2005,1464.0,telephone,
159,USPSRA.061305.R25,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed?  To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?",Don't know/Refused,5.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,06/08/2005,06/12/2005,1464.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","Christian (include volunteers of:  Protestant, Church of Christ, Trinity Church, Baptist, Methodists, etc.)",45,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Jewish,*,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Muslim (include Islam/Islamic),16,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Buddhist,*,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Hindu,*,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Atheist,*,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Agnostic,*,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Something else,1,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Don't know,36,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
16,USPSRA.072612.R95,"Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?",Refused,1,Princeton Survey Research Associates International,"Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",06/28/2012,07/09/2012,2973.0,telephone,
160,USPSRA.060804.R44,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)...Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2,000', prompt:) Would you say it is a little over or a little under?",Under 500,28.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/19/2004,05/12/2004,3000.0,telephone,
160,USPSRA.060804.R44,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)...Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2,000', prompt:) Would you say it is a little over or a little under?","500 to 1,000 (Correct)",55.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/19/2004,05/12/2004,3000.0,telephone,
160,USPSRA.060804.R44,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)...Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2,000', prompt:) Would you say it is a little over or a little under?","1,000 to 2,000",6.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/19/2004,05/12/2004,3000.0,telephone,
160,USPSRA.060804.R44,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)...Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2,000', prompt:) Would you say it is a little over or a little under?","More than 2,000",4.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/19/2004,05/12/2004,3000.0,telephone,
160,USPSRA.060804.R44,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)...Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2,000', prompt:) Would you say it is a little over or a little under?",Don't know/Refused,7.0,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,04/19/2004,05/12/2004,3000.0,telephone,
163,USPSRNEW.100204.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Yes,36.0,Princeton Survey Research Associates International,Newsweek,09/30/2004,10/02/2004,1144.0,telephone,Registered voters
163,USPSRNEW.100204.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",No,51.0,Princeton Survey Research Associates International,Newsweek,09/30/2004,10/02/2004,1144.0,telephone,Registered voters
163,USPSRNEW.100204.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Don't know,13.0,Princeton Survey Research Associates International,Newsweek,09/30/2004,10/02/2004,1144.0,telephone,Registered voters
164,USPSRNEW.090404.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Yes,42.0,Princeton Survey Research Associates International,Newsweek,09/02/2004,09/03/2004,1188.0,telephone,Registered voters
164,USPSRNEW.090404.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",No,44.0,Princeton Survey Research Associates International,Newsweek,09/02/2004,09/03/2004,1188.0,telephone,Registered voters
164,USPSRNEW.090404.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Don't know,14.0,Princeton Survey Research Associates International,Newsweek,09/02/2004,09/03/2004,1188.0,telephone,Registered voters
166,USPSRNEW.013104.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Yes,49.0,Princeton Survey Research Associates International,Newsweek,01/29/2004,01/30/2004,1259.0,telephone,
166,USPSRNEW.013104.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",No,39.0,Princeton Survey Research Associates International,Newsweek,01/29/2004,01/30/2004,1259.0,telephone,
166,USPSRNEW.013104.R18,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Don't know,12.0,Princeton Survey Research Associates International,Newsweek,01/29/2004,01/30/2004,1259.0,telephone,
167,USPSRNEW.092003.R14,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Yes,47.0,Princeton Survey Research Associates,Newsweek,09/18/2003,09/19/2003,1001.0,telephone,
167,USPSRNEW.092003.R14,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",No,37.0,Princeton Survey Research Associates,Newsweek,09/18/2003,09/19/2003,1001.0,telephone,
167,USPSRNEW.092003.R14,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",Don't know,16.0,Princeton Survey Research Associates,Newsweek,09/18/2003,09/19/2003,1001.0,telephone,
169,USCBSNYT.091516A.R54,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",More likely,25.0,CBS News/New York Times,,09/09/2016,09/13/2016,1753.0,telephone,Registered voters
169,USCBSNYT.091516A.R54,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",Less likely,14.0,CBS News/New York Times,,09/09/2016,09/13/2016,1753.0,telephone,Registered voters
169,USCBSNYT.091516A.R54,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",About as likely,59.0,CBS News/New York Times,,09/09/2016,09/13/2016,1753.0,telephone,Registered voters
169,USCBSNYT.091516A.R54,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",Don't know/No answer,2.0,CBS News/New York Times,,09/09/2016,09/13/2016,1753.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?","Protestant, includes United Church of Christ, Baptist, Lutheran, Methodist, Episcopal, Presbyterian, and other Christians",43.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",Catholic,1.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",Muslim,8.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",Mormon/LDS/Church of Jesus Christ of Latter Day Saints,1.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",Other,4.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",,3.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
17,USNBCWSJ.12JUN.R20B,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?",Not sure/Refused,40.0,Hart and McInturff Research Companies,"NBC News, Wall Street Journal",06/20/2012,06/24/2012,1000.0,telephone,Registered voters
172,USCBS.080415.R62,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",More likely,22.0,CBS News,,07/29/2015,08/02/2015,1252.0,telephone,
172,USCBS.080415.R62,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",Less likely,17.0,CBS News,,07/29/2015,08/02/2015,1252.0,telephone,
172,USCBS.080415.R62,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",About as likely,58.0,CBS News,,07/29/2015,08/02/2015,1252.0,telephone,
172,USCBS.080415.R62,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",Don't know/No answer,3.0,CBS News,,07/29/2015,08/02/2015,1252.0,telephone,
173,USCBSNYT.052407A.R58,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",More likely,30.0,CBS News/New York Times,,05/18/2007,05/23/2007,1125.0,telephone,
173,USCBSNYT.052407A.R58,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",Less likely,14.0,CBS News/New York Times,,05/18/2007,05/23/2007,1125.0,telephone,
173,USCBSNYT.052407A.R58,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",About as likely,53.0,CBS News/New York Times,,05/18/2007,05/23/2007,1125.0,telephone,
173,USCBSNYT.052407A.R58,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely or about as likely to commit crimes as American citizens?",Don't know/No answer,3.0,CBS News/New York Times,,05/18/2007,05/23/2007,1125.0,telephone,
174,USPSRA.031517.R13J,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","Yes, law does this",50,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/06/2017,03/12/2017,1206.0,telephone,Asked of Form B half sample
174,USPSRA.031517.R13J,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","No, law does not do this",39,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/06/2017,03/12/2017,1206.0,telephone,Asked of Form B half sample
174,USPSRA.031517.R13J,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",Don't know,11,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/06/2017,03/12/2017,1206.0,telephone,Asked of Form B half sample
174,USPSRA.031517.R13J,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",Refused,*,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/06/2017,03/12/2017,1206.0,telephone,Asked of Form B half sample
175,USPSRA.13HTPMAR.R09E,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","Yes, law does this",47.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
175,USPSRA.13HTPMAR.R09E,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","No, law does not do this",33.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
175,USPSRA.13HTPMAR.R09E,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",Don't know/Refused,21.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
176,USPSRA.13HTPFEB.R06A,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","Yes, law does this",42.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,02/14/2013,02/19/2013,1209.0,telephone,
176,USPSRA.13HTPFEB.R06A,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","No, law does not do this",35.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,02/14/2013,02/19/2013,1209.0,telephone,
176,USPSRA.13HTPFEB.R06A,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",Don't know/Refused,23.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,02/14/2013,02/19/2013,1209.0,telephone,
177,USPSRA.2010HNI094.Q07J,"(I'm going to read you a list of specific reform proposals.  For each, please tell me whether you think it was included in the new (March 2010) health reform law, or not.) To the best of your knowledge, would you say the new law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","Yes, law will do this",41.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,12/01/2010,12/06/2010,1207.0,telephone,
177,USPSRA.2010HNI094.Q07J,"(I'm going to read you a list of specific reform proposals.  For each, please tell me whether you think it was included in the new (March 2010) health reform law, or not.) To the best of your knowledge, would you say the new law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","No, law will not do this",42.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,12/01/2010,12/06/2010,1207.0,telephone,
177,USPSRA.2010HNI094.Q07J,"(I'm going to read you a list of specific reform proposals.  For each, please tell me whether you think it was included in the new (March 2010) health reform law, or not.) To the best of your knowledge, would you say the new law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",Don't know/Refused,16.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,12/01/2010,12/06/2010,1207.0,telephone,
178,USPSRA.13HTPMAR.R09B,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","Yes, law does this",40.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
178,USPSRA.13HTPMAR.R09B,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","No, law does not do this",39.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
178,USPSRA.13HTPMAR.R09B,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law.  For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?",Don't know/Refused,21.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,03/05/2013,03/10/2013,1204.0,telephone,Asked of Form A half sample
179,USPSRA.12HTPSEP.R16G,"(I'm going to read you a list of specific ways the new (2010) health reform law may or may not impact Medicare.  For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","Yes, law does this",39.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,09/13/2012,09/19/2012,1534.0,telephone,
179,USPSRA.12HTPSEP.R16G,"(I'm going to read you a list of specific ways the new (2010) health reform law may or may not impact Medicare.  For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","No, law does not do this",39.0,Princeton Survey Research Associates International,Henry J. Kaiser Family Foundation,09/13/2012,09/19/2012,1534.0,telephone,
