QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USSRBI.083011P.R203","Christian (include volunteers of: Protestant, Church of Christ, Trinity Church, Baptist, Methodist, etc.)","55","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Jewish","*","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Muslim (include Islam/Islamic)","10","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Buddhist","*","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Hindu","1","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Agnostic","*","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Something else","*","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Mixed (Vol.)","*","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Don't know","33","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
"USSRBI.083011P.R203","Refused","1","Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","08/30/2011","Abt SRBI","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Muslim Americans Survey","04/14/2011","07/22/2011","Y","national adult muslim americans","1033","telephone","Respondents were interviewed on landline telephones and cell phones." 
Number of items downloaded: 1
