QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USPSRA.091808.R36F1","Christian (including volunteers of:  Protestant, Church of Christ, Trinity Church, Baptist, Methodist, etc.)","48","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Jewish","1","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Muslim (include Islam/Islamic)","12","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Buddhist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Hindu","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Atheist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Agnostic","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Something else","4","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Don't know-heard different things (Vol.)","18","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
"USPSRA.091808.R36F1","Don't know-haven't heard enough (Vol.)","15","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","09/18/2008","Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political/Foreign Policy Poll","09/09/2008","09/14/2008","Y","national adult","2982","telephone","2250 respondents were interviewed via landline telephone and 732 via cell phone, including 254 who had no landline telephone." 
