QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.091315.R37","Honolulu/Hawaii","59","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
"USORC.091315.R37","America/Unites States (other specific place)","4","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
"USORC.091315.R37","America/United States (general)","17","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
"USORC.091315.R37","Solid evidence Obama born in another country","9","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
"USORC.091315.R37","Suspicion only Obama born in another country","11","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
"USORC.091315.R37","No opinion","1","(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","","","09/13/2015","ORC International","Cable News Network","CNN/ORC International Poll","09/04/2015","09/08/2015","Y","national adult","1012","telephone","The sample included 612 interviews among landline respondents and 400 interviews among cell phone respondents." 
Number of items downloaded: 1
