QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USGALLUP.201107.Q28C","Definitely born in the United States","43","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
"USGALLUP.201107.Q28C","Probably born in the United States","20","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
"USGALLUP.201107.Q28C","Probably born in another country","4","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
"USGALLUP.201107.Q28C","Definitely born in another country","3","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
"USGALLUP.201107.Q28C","Don't know enough to say","29","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
"USGALLUP.201107.Q28C","Refused","2","Do you think...Donald Trump was definitely born in the United States, probably born in the United States, probably born in another country, definitely born in another country, or don't you know enough to say?","","Asked of Form D half sample","04/30/2011","Gallup Organization","USA Today","Gallup/USA Today Poll","04/20/2011","04/23/2011","Y","national adult","1013","telephone","Interviews were conducted with respondents on landline telephones and cellular phones." 
Number of items downloaded: 1
