QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USPSRA.102108.RR03F1","Christian (include volunteers of:  Protestant, Church of Christ, Trinity Church, Baptist, Methodist, etc.)","51","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Jewish","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Muslim (include Islam/Islamic)","12","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Buddhist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Atheist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Agnostic","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Something else","1","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Don't know-heard different things (Vol.)","13","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Don't know-haven't heard enough (Vol.)","20","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
"USPSRA.102108.RR03F1","Refused","3","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard different things about his religion, or because you just don't know enough about him?","* = less than .5%.","Asked of Form 1 half sample","10/21/2008","Princeton Survey Research Associates International/Abt SRBI","Pew Research Center for the People & the Press","Pew Research Center for the People & the Press Political Survey","10/16/2008","10/19/2008","Y","national adult","3016","telephone","2264 respondents were interviewed on a landline telephone and 752 were interviewed on a cell phone, including 267 who had no landline telephone." 
