QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USLD.120811.R17","Protestant","11","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Roman Catholic","7","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Mormon","1","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Islam/Muslim","12","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Other religion","18","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Jewish","*","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","No religion, not a believer, atheist, agnostic","1","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Don't know","48","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
"USLD.120811.R17","Refused","2","Do you happen to know President Barack Obama's religion?  Just tell me what you think his religion is....Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Jehovah's Witness, Church of Christ, Church of Jesus Christ of Latter Day Saints","* = less than .5%.","","12/08/2011","Latino Decisions","impreMedia","impreMedia/Latino Decisions Poll","11/27/2011","12/04/2011","Y","national adult hispanic registered voters","500","telephone","Interviews were conducted by Pacific Market Research.  The poll was conducted in 21 states where 95% of registered Latino voters live." 
Number of items downloaded: 1
