QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.041008NII.R8","Around 2,000","6","(Now I would like to ask you about some things that have been in the news recently.  Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed?  To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000troop deaths?","","","04/10/2008","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/04/2008","04/07/2008","Y","national adult","1005","telephone","" 
"USORC.041008NII.R8","Around 3,000","15","(Now I would like to ask you about some things that have been in the news recently.  Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed?  To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000troop deaths?","","","04/10/2008","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/04/2008","04/07/2008","Y","national adult","1005","telephone","" 
"USORC.041008NII.R8","Around 4,000 (correct answer)","60","(Now I would like to ask you about some things that have been in the news recently.  Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed?  To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000troop deaths?","","","04/10/2008","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/04/2008","04/07/2008","Y","national adult","1005","telephone","" 
"USORC.041008NII.R8","Around 5,000","16","(Now I would like to ask you about some things that have been in the news recently.  Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed?  To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000troop deaths?","","","04/10/2008","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/04/2008","04/07/2008","Y","national adult","1005","telephone","" 
"USORC.041008NII.R8","Don't know/Refused","3","(Now I would like to ask you about some things that have been in the news recently.  Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed?  To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000troop deaths?","","","04/10/2008","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/04/2008","04/07/2008","Y","national adult","1005","telephone","" 
Number of items downloaded: 1
