100263515       1411229461122122532222142222     2411411     44222  02  9929324220026392222122333222222923129331321292 11222129193194221        14222142142121 2300263034244224034 001000902992  04132       181000700221637032       27341292 3
100264973       1110215071222111251122233113     4444412     44412  98  981214422002649522311221211222232312113311122 131222121211111424        44222242144111 2300264034524191038 001000998982  08232       031000551113157041       43721232 2
100265434       161122425211212124121122323                                    120026515223322222121 2221243131332121 11121222111211112           2221 21  2 6  300265034813193332 0010009    2  05322       540000736334727011       24122212 2
100266440       1621213551112122532222142244     1343113     11214  04  0421313220026615122122444222122221121321221191 31222321119123224        31221112212116 4300266035113171133 001000904042  13232       093001149223627011       25531242 2
100267203       162121941211211198111222121122222     3332232     98  98  12 22220026711131411111119211113493132192129 33192212941224422        22999531222132 2300267035132172023 00100099898   05232       009000712110737021       56649299 1
100268910       111122425212212298222212322                                    220026813123929333929222993129999329222 1922232199312112           2221 21  2 6  300268035221172319 0010009    1  08132       093000859333457051       17442222 2
100269704       1621213302122111531222233332     4442133     43422  04  0412 44220026991221122232121 22323123123112222 11111222211113324        2111224113412212300269035244194339 001000904042  09132       071000528333427011  00   55131252 1
100270814       151021317111212121222213312344441     1211412     05  98  29244220027011123122222122222223129122321922 21222321113123224        41222112114111 2300270035391181011 001000905982  09112       061000535113957051       54221232 1
100271252       161122232292212256922212322344314     1134433     03  08  29244220027112122122444222222293123231321222 23222321132111223        14222132144135 3300271035401173313 001000903081  02232       127000859333437021       16742122 2
100272410       111122456122211124991912331                                    220027222233213111111 1111332211231111 93122222112111429           2221 11  2 2  300272035904200039 0010009    1  01132       003000775312137031       26641222 1
100273909       122121425211211190111222191222222     2122422     10  98  12 22220027311123212111111 11313433112112121 31222212211114222        2211312112412232300273036192181523 001000910981  26222       037000492440537024  00   3583125112
100274909       121122946112212238222212322214422     1233433     09  99  29314220027495223122444222222323131121321222 11222321193114114        22222132134131 3300274036262233428 001000909991  26222       071000494440557044       42414222 2
100275909       1522225252112199111991221112     4141312     44412  08  0821341220027511133122222121 22123133131111211 21922221211112224        13222142144111 2300275036293181639 001000908081  45132       065000782440557044       34531232 3
100276702       1221219412112119991122121251     4444432     43434  99  9922 44220027611122292123121 91392992219111119 31121922212111314        44223242234136 4300276036474181735 001000999992  01232       003001927442927014       13621132 2
100277949       1610213302112111901111221111     2222221     22222  02  0612 22220027715111312122111 1111341311211212 131122212221114422        22113121122122 2300277036573181439 001000902062  48131       059000304440557044       45931222 1
100278608       151122116291212251222114322234344     1143213     02  02  2123422002781312222222212222232312332332111 231222111113124323        44221142132111 3300278036972182022 001000902022  02232       025000229225027112       48041222 1
100279651       131122993291211153111192322344444     3244444     99  99  12 44220027912131213222111 11323433113311119 21191392113129224        44113441144142 4300279037052181928 001000999991  04231       123000700222427112       27841232 3
100280210       142222884211212299292913222244414     1343443     99  99  21344220028014122222444222222393123333221211 33222221911113324        14222142134141 3300280037211181919 001000999992  20222       029001325334417112       33021132 3
100281281       1111222272212111031112221212     1224321     22212  08  9812 12220028113111313111111 11112433112112121 31111112221224122        43392921122112 2300281037253182738 00100090898   22132       201000254334417112       49941222 1
100282856       1611225212112192909222143233     4444491     44442  09  0991 4422002821412212233392292232312129132299 233222111131124124        44392142144145 2300282037553183431 001000909091  01232       007000379113137131       34739222 3
100283518       111122456122211124111912231344443     2244422     99  99  12 4422002831113321211111991112343913211299 231222221111124424        43112141244122 2300283037561182514 001000999992  20132       091000697113337131       34021252 1
100284517       111122236212211111111923321314443     1334412     04  08  12114220028415113319111111 1111223911211211 211121321111224424        43311131244112 2300284037581182911 001000904082  07132       075000581222327111       33221242 2
100285904       1631211351122111301112211112     4144221     44442  01  0112 41220028511111411121111 1111341111211212 111111223211114224        42113141144142 2300285037684183035 001000901011  04131       003002198331057151       15131242 2
100286508       1221215212112122992221133224     4324334     31432  06  9821 4312002861532322343322212232212123332222 211222321133123422        43393432114134 2300286037733193931 001000906982  02222       027001919112237131       23929232 3
100287203       132122986291211954111123311                                    220028711193213111111 1931243313211211 12112122211111422           1132 11  2 61 300287037771182611 0010009    2  04132       001001435110727111  00   34121252 1
100288570       1521229862912111531211133214     4444333     44434  04  9812 44120028811231211222111 1111321313211912 111222323141111324        4322124114413614300288037973200739 001000904982  10132       115000984113957151  00   32813252 2
100289703       1122229461122122172229133222     4424413     34412  08  9929344220028925223222222221 22223131393111122 11929221121122322        44222332144111 2300289038203204738 00100090899   08232       013000808334737131       53121292 2
100290810       1221212322922192529912143222     4444333     43332  99  0132 44220029011123122222121 22323233233111222 31212221121123324        43312541233132 2300290038463183539 00100099901   10232       151000891222357151       43521232 2
100291845       1121221911112111999119223254     4444434     44443  98  9829 44220029131233222299199291229293133329991 11211321221194224        44222241144141 3300291038474211237 001000998982  22132       071001728113327111       17641232 3
100292918       1421213442212111531112221112     4222211     32212  08  0892142220029211111411111111 11113419119112121 39112912211211222        22223139122112 2300292039473220531 001000908082  01132       143000706333727212       37941242 1
100293651       1321221261322122242222123222     3314123     31433  02  0421 3322002931112322213322212232312312221112 233222321113124321        41322432114131 3300293039504220337 001000902042  04231       037000708222437232       54321252 2
100294270       111122202192212124222112322344444     1344444     98  98  2124422002941412222244422222122213111332121 211122221132224194        44222142144141 4300294039621221019 001000998981  01132       221000713331857252       33922222 2
100295573       1221213302122192539922933223     2144133     44432  04  0121 2122002951112312232322222232312123332199 119999191919119324        41922542144139 2300295039703220839 00100090401   08132       093001761222657252       17641212 3
100296308       111122507122211145111122331344443     2244434     99  06  12 44220029612133193119111 1139929393331299 939122321221314214        43112141144132 4300296039781222319 001000999061  03131       183000700222857252       28541912 2
100297585       1611220821122119902222233213     4444333     44433  08  9912 4422002979423121211112221212321111211922 221122221122123224        43112141144136 3300297039843211434 001000908992  29232       069000718113337231       33621222 2
100298828       151021344222211113111921321122222     2144241     03  10  12 22220029815111112111111 11123493113112121 11111311211114422        22119141142142 1300298040082184523 001000903102  11132       099000836333457251       14324222 2
100299765       1320217121122122242221132222     1244331     33412  98  0491 12220029915123222233222122223129331222212 11222321133122324        43321432134116 2300299040224183939 001000998042  04132       157001032221537221       32111222 2
100300860       132122106222211123111223111243224     3422422     02  02  11 43220030011121112111121 11312113133122121 33122112133121122        24313421224122 2300300040341184011 001000902022  01232       007000468110737221       54731252 3
100301810       1453219932922112532211223214     2344421     31422  06  0612 23220030111123222222111 1212222311331222 111222321111124324        44113231314122 2300301040644184337 001000906069  10232       147003536222337231       99999999 3
100302989       131021842211212238222914222214444     9141413     02  06  21 1422003021312319243322912232312132122191 211222221123191224        44322149114114 3300302040772184329 001000902062  01232       069000288222357251       48441212 3
100303801       131011133192111124121112323334444     3333444     99  99  12 34220030312133222333112222322131333319222 31222111153123424        44112531134142 4300303041122233128 00100099999   01132       011000492444537233       35831242 1
100304619       1522228422112122512222232222     4334311     31412  99  992134322003041312212244422222222312132322111 211222221113123423        4322113211411112300304041574232331 001000999992  53232       073000931440517214  00   54321252 2
100305618       122222216291211290122114221243311     1343434     04  04  21243220030515122122422122222321121131321211 11222221111112323        11322542134136 4300305042271221713 00100090404   12232       077000820221457352       31911222 1
100306815       132122116291212224222114322344444     3144444     99  99  21 44220030611123122444222122323123333221992 11222322213193324        44111142144141 4300306042292221229 001000999991  14132       103001199221457352       23221232 1
100307850       132122708111211245111219131322332     1123432     99  99  12922220030711133213111191 21393433132122929 11221211111194223        32222121134132 2300307042431185314 001000999992  02232       073000507331027311       57041232 3
100308570       162121355111211124111222111223242     2233422     01  01  12 23220030811133223223111 1111343311311212 211121211211112212        42113131234122 2300308042551184118 001000901011  11232       079001806113937321       33221232 2
100309518       161021993291211953112213323343342     2242332     98  08  12 4312003091323221399911922131322131131922 933122121221111323        42312241223132 2300309042912200722 001000998082  21232       095000689113337331       25431222 3
100310304       122121049111211161911912121344443     2143424     98  98  12 44220031011131111222121 1111313113211211 111122221111123124        43113141234126 4300310042991184513 001000998982  01222       107001671314937321       23821232 2
100311423       112122240191211151111223311244444     2124424     99  99  12 44220031111111213111111 11123413112112121 33111112221113114        4411312114412204300311043032185824 001000999991  01112       029000491334357351  00   2553124111
100312703       112122243192212211222212122234141     1243432     02  02  22334220031211122122233122222323123331321221 11222121111124321        4122214233413112300312043202184622 001000902022  10112       107000419334737331  00   46231252 2
100313301       1611221142312122022222932222     3113111     13412  02  0222231220031313123222444222222322121323311222 11222321132112221        3122211213411112300313043474185439 001000902021  04232       033000544312137331  00   25332252 1
100314626       1521222362122111512222133233     4234321     24432  04  0439 42220031411113122222111 21323433123111222 31222222113122323        43112121144132 2300314044023233739 001000904042  26222       037001787440537324       27041232 1
100315972       1211222401912122022121243222     3344312     34413  03  0322333220031515122122331222221323123233322222 31112321132111324        43321132144111 3300315044234222437 001000903032  24232       113000435334437422       43222232 1
100316281       112122041121211261119213331                                    220031611131112292121 22333121191111111 3322232115111332           2222 11  2 1  300316044254221037 0010009    2  09232       201000784334437422       53021242 2
100317920       1121227081122122252292133224     4144191     34434  01  0191 41220031711122122299221 91222123132199992 11222321123192124        41391131144132 4300317044324221839 001000901012  08132       087000379225037422       44831232 3
100318608       1611223032112122512222132222     4434112     33122  01  012134422003181312322234322212222312332122122 231222221133122423        41221532131121 2300318044734221532 00100090101   02232       025000306225027412       35631222 1
100319830       1621215101112122242222242221     3114394     31321  06  0121 3122003191112112244422212222312122122122 213222121153124321        43321232113126 1300319044773222137 001000906012  21132       091001235334437432       15331252 1
100320317       1121224252122129112211122223     3443334     43433  99  0322 3422003201112119232212992232312113319122 231222321113121324        33321942134131 3300320044923185237 00100099903   05132       097000773221517411       42311242 2
100321954       1121220372212111111122132212     2245231     21422  99  0412 22120032111231113211111 2132331312111112 133122311211114324        52391121114122 2300321044954215233 001000999042  17222       011000982331037421       25131242 1
100322330       132122941211211224222214222                                    22003221412242244422212222312122122111 23122232112312122           2211 21  2 1  300322044974185231 0010009    1  17232       155000913223637421       24731222 1
100323574       1521225101112111511119921112     4333312     33334  99  9939343220032312192213111111 1199341311211911 191222912113122123        33393131133132 4300323044993185539 001000999992  03232       039000390221527411       55631212 2
100324814       1510210372212122502222232922     4444411     44434  99  9921944220032412122122444221 22333121131921219 31222122231111394        44229142244131 4300324045334190433 001000999991  09112       013000689113937421       26031222 3
100325212       151122986291212251212213322144121     1121212     02  02  21344220032512122222433222222291191222321212 31222219113124421        21222922212111 2300325045411190014 00100090202   08222       061000283113317411       57241252 1
100326804       132122242222211999922214224144444     2144324     98  98  12 44220032611193219414121 2231912911992299 211221321111111114        44113141143122 4300326045561185819 001000998981  03222       087000392334737431  97   4412422122
100327574       1411223032112122512221132222     4234211     31412  08  082224222003271512322223312222232212332332112 233222211113123423        42221532114111 2300327045593185534 00100090808   02131       141000387221527411       52211222 1
100328508       112122264212212151222113323244141     1331434     02  04  2114422003281112212223212222232192112221111 231221221113122221        41222232314131 4300328045601185817 001000902042  03222       005000875112237431       53521252 1
100329252       133122116291211153112123211222221     2144422     04  04  12 22220032911133113111111 1131312312311112 123212111222112122        21223141144122 2300329045631190014 001000904041  01232       065000746333437421       44831252 2
100330423       1321223261912122532222142221     1133111     31414  99  012191122003301112212249322222231212312132122 211222121133121123        31222132114111 4300330045774190231 001000999011  01112       163000491334327411  97   2583122111
100331412       152122712111212253992213322241343     1243433     01  01  2114122003311112312242222222232312113339121 211222321931191223        43222242334131 3300331045811185419 001000901012  18232       003001435113927411       33921252 2
100332724       142121135111211153111122321244242     2224422     99  08  12 44220033211133213222111 1119343311311219 121122212111293292        42112121144122 2300332045891185718 001000999082  03232       085002175113937421       27041232 3
100333516       122121884212212253222214122231444     1113332     99  01  2923122003331112212244222222232312332332122 231222211233124324        4432131213313112300333045922185824 00100099901   04232       059000787113337441  00   38041242 1
100334678       122121133191212252222114222221131     1131412     01  01  2122122003341112312234922292222312122322121 233222921133124221        31221332114111 2300334045951190519 00100090101   07132       135000638331137431       58541252 3
100335330       161122216292212224222213222                                    220033511123222422222122212121291291992 1122192211321121           2221 21  9 6  300335046102190921 0010009    2  16132       151000680223627411       17741232 3
100336480       112122021211211103111292121124223     2143422     99  99  12 24120033611211211111111 11123439133112121 13122112241214222        23113241134122 2300336046232223121 001000999992  05132       013000782440317413       35831242 3
100337303       132112359292111299122214393                                    220033719122122999922229392121939311991 3322292999319122           3999 91  9 9  300337046321232319 0010009       01232       031001166440627413       25531292 3
100338208       112122317112211274111223211344444     2244444     99  99  12 44220033811121219222111 1132142911211211 113222111121114114        44113141144142 4300338046641233617 001000999991  01131       017000987441357454       42711222 1
100339918       1121229512112111511111232112     3344322     44442  04  0412 33220033911111213111111 1132341113311212 112121211132113324        4311254114414212300339046814221734 00100090404   02131       131001287333737532  00   33221242 2
100340316       162121326192212253222113322                                    22003401512212333412212222113313332221 22122222113212411           2221 21  2 6  300340046884221839 0010009    1  04132       173001317221727512       32012222 2
100341817       121122049112212238222213922244144     9243414     01  99  99 4422003411212322234992222229312133131121 211222212259122221        44399142134111 4300341046901223111 001000901992  26132       439000281334437522       37341232 1
100342615       142121993292212251222914222124431     1132413     98  98  2122422003421112212244422212222312123132122 239222321233112114        3122113212411123300342046962222627 001000998981  06232       159001235334357552  00   25731252 2
100343618       112021243191212299221112114                                    22003431512222222222222211243122131211 21129111123311322           3235 21  2 6  300343046992221923 0010009       12232       055002167221457552       11811212 3
100344361       121021884211211990112114222                                    220034414132222492111 22223422923122222 1122232123111399           3921 11  2 6  300344047351222619 0010009    1  15222       409000618334437532       14631212 3
100345724       1232228422122112459111231213     4444321     44432  98  0119 44220034511113213111111 11123933132112119 11929291121112194        43113141144132 2300345047463190532 001000998012  04231       073000416113957551  97   4483125113
100346330       1221219932912122512222141224     4444411     33224  99  9821244220034611122122444229122323113321222222 11222321233124324        44222132132121 4300346047473190333 001000999982  18132       157000637223657551       37141252 2
100347919       132122366112212251222213212244444     1244433     09  08  22244220034713122122333222222222121121311111 11222321141122124        44222142144131 3300347047481190617 001000909082  13232       183001325333427511       33621232 2
100348207       1221212322922122532221133233     4443411     31334  02  982124422003481112322234322222232212132132121 231222321213123324        34223232113131 4300348047563190735 001000902982  02232       003001806112057551       33521232 3
100349303       111112018112112202222219212344444     1144444     99  99  2134422003491512222333322222131312133332122 211222221111114124        44223142144146 4300349048702233127 00100019999   01232       031001068440627513       22714112 1
100350303       1311123661111122522222142224     2124332     32432  08  9921 2122003501212212244422212222912192322121 211222291113129322        43221332124131 2300350048734232931 00100090899   02232       013000324440627513       38241222 2
100351623       1221212562212112992211123224     4444421     44444  99  9923 4422003511323312233422212231912319331122 221122322133124224        44112141144142 4300351048773125638 001000999992  02232       013001014440337523       36131212 1
100352541       1221218842122122512121131233     4314421     44432  02  9911 4322003521113322222222222222312313311222 211222321122191121        4411314114413212300352048863233639 001000902991  02132       013000736443857554  00   48041222 3
100353916       161122049112219299919923225                                    22003531319999999999999999912192999999 91199932221911422           3925 91  2 60 300353048904232831 0010009       03132       067000534440537524  00   1241121112
100354662       123222311212212290221123321                                    220035411132223323221 21322123333212121 3122232111121221           3131 11  2 6  300354049303223131 0010009    1  01132       081003296332557652       22211212 2
100355417       1410213171112111321111221111     2224292     42424  98  9892 22220035511111111222121 1132292313331122 121122322211194222        42113141124122 4300355049573225132 001000998982  07132       097000231222637622       55831252 1
100356972       112122114231211121112222121334232     2243232     98  98  12 34220035611133213111111 1232343333311911 133211112121113222        32113141132132 2300356049691223511 001000998982  03132       113000419334437622       46331252 2
100357405       152122525211211111111112321242411     1142434     04  04  21142220035711131112322111 1912112112332122 113222321232114124        11221241124136 4300357049712224722 001000904042  05132       109000882333727612       32411132 1
100358308       141122242222212951112124323144413     3233433     98  98  22 44220035812122213322121 2222312119192191 111912219911212324        13222132134131 3300358049721224312 001000998982  03131       019000700222857652       17241212 3
100359304       1110211351122122532221123223     4341311     13442  03  032124322003591312212242222212232312123122121 211222321113122224        13221112134141 2300359050623191634 001000903032  03222       055000427314957651       35131222 2
100360616       1410212272222111901191231113     2333234     33423  05  0119 23120036013221412222111 9111343219211212 131122292111192323        32392131234122 3300360050904195539 001000905012  02132       139000558222337631       15831232 2
100361212       1411223842912111901119921911     2324323     42212  98  0812 23220036115113212221191 1933912122122222 211222323143111122        43391242122115 2300361050954192035 001000998081  14222       061000234113317611       49991212 3
100362919       1520212422222111241211223213     3131312     11312  03  0322131220036215133123922211 11111412111121211 11222112231111223        13223111113111 2300362051083193239 001000903031  02232       069001623333437631       24832222 2
100363480       1210113551111111111112921312     2242221     22212  98  0812 22220036312113219111191 19113493193111129 33122212911124224        22313221122112 2300363051234232539 00100099808   05132       013000368440337623       57541222 2
100364801       162111326192111221111112121344443     3443412     08  08  11 44220036411131113111111 11193119192111111 11122211111194114        4311344113411212300364051281232511 00100090808   01132       011001242444537633  00   42911242 1
100365801       111011946111112253222212122241331     1141414     01  08  21241220036513193122333122221323133333221222 31222121113194323        31221542214111 4300365051291232613 00100090108   02131       035000492444527613       35831242 1
100366970       152112384292119253912914123344533     3333434     99  99  29 44220036611121123421921 22921121133391991 11222221111113325        3322213113413614300366051421232312 00100099999   04132       125000782440657653  00   35431252 2
100367309       1410213032122122322222133222     2214411     44122  07  072122222003671512212234222212222342332322222 233122323911121321        4492144224112112300367051884224231 001000907072  18132       143000446221427712  00   54121252 3
100368712       151112202192112251212113223                                    220036813123223322221 22312121133312122 1191222112119321           3132 21  2 6  300368052041231418 0010009       05132       193000600221627712       24121222 3
100369507       142121355111212253222912125244444     1141432     04  04  22244120036911322122333222222323123233322222 31222221133123224        44921242114131 2300369052112200223 001000904042  01132       169000637222457752       36741232 2
100370405       1511122562221122092229932934     4444493     44334  99  9932 44220037011113221333111 21213199399991222 11292221293111124        44992149143136 4300370052363231237 00100099999   05132       109000238333727712  97   2523121113
100371254       162121264212211272112222321444444     3344444     99  99  12 44120037111231113111111 1131349113211212 113199313211114194        44113141144146 4300371052581123315 001000999991  17232       133001619334457752       33321232 1
100372218       142111842212111181111292131242242     3322422     02  98  12 42220037211122313111111 1111343313211212 123122212212124222        42112121124122 2300372052641231317 00100090298   07232       111000446222457752  97   4432125132
100373724       142121256221211224221112321241242     2132422     01  01  12 41220037321233322222121 1931333311331122 233222321192194322        42113131124122 2300373052971143313 001000901012  09112       063000712113957751       56841242 1
100374352       1121222322912122252229142252     4334111     23432  04  9922243220037411123122222121 22223123223321222 39222111113124123        41222121134131 2300374053094133232 001000904991  06112       001000507331027711       57441242 2
100375413       1121223112112122512222143222     3413412     21412  98  0222334220037511122122333222122323129122222121 33222991113123421        34321522314111 2300375053313192731 00100099802   01232       015000875112237731       43721252 2
100376336       133322106221212221222213232                                    220037615122222233222222221121123222122 3122232113312332           2212 21  2 6  300376053332192129 0010009    2  12232       081001616333427711       32111232 1
100377610       122121986292212238222213132113113     1113421     02  01  29313220037711122122222221 29223122223221122 33222211153121321        13221512134121 1300377053381193115 00100090201   16132       011000589113927711       45031252 1
100378617       122121941211211153229113122141112     3332322     99  01  22 41220037811121122111111 1131343321221112 133222211213121221        12113131123122 2300378053772193127 001000999011  07222       017001202112237731       42811252 1
100379602       161122243192211125111923991                                    220037992293112111111 1912349319911212 91312211211122412           3131 11  2 21 300379053983130231 0010001    2  03132       013000162440317713  00   3804125112
100380323       1410213551122192219212231222     1412222     22412  08  9999 14220038015121222232129922221423132322229 31222211112123421        22312121124112 2300380054043233932 001000908992  30232       037000304440517714       55731252 1
100381541       111122708112211914229112223344444     1132333     99  99  22944220038113123122333122222332129122321221 11122321133121114        44323132223131 3300381054122235023 001000999992  02132       065000566443857754       25531232 1
100382714       152122227222211117111222331144442     2142424     98  98  19 44220038211133212122111 11113493133111921 39111291911194114        42113141124122 4300382054161234211 001000998981  40112       059000782440557744       36131222 3
100383509       121122326192212224222293222344444     1244414     99  99  21344220038313123222332222222229129332921992 11221323133121324        44222442144111 4300383054242233924 001000999992  04132       077000391444837724       34931232 1
100384760       141122240192211999119919221                                    220038415193219222119211391939193399999 3399992111112342           9995 11  2 6  300384054303234332 0010009       41132       071001068440557744       12111212 2
100385618       1621218272322112531129143213     3444322     44443  06  9919 34120038511223113222111 29392121191111991 29119321111113124        43112141144142 3300385054464220339 001000906991  19232       191001115221457852       25231222 3
100386281       1531213551112122512222143222     2434222     34422  02  0222 2422003862322222234322222232112333332222 211222321133121423        42312132144124 2300386054534130239 001000902022  08112       201001809334437822       43121212 1
100387414       1121125101121122022122142122     4224413     41444  10  102114212003871112212333322212132342112122221 111222222211111112        44223142114141 4300387054583231437 00100091010   04232       079001852225017812       22912212 2
100388417       1421213261922119531192133111     4444221     44424  99  9999 4412003881133321229121921932212119311112 131121311222214114        42112141244122 4300388054763220139 001000999991  04232       085000637222657852       36941232 2
100389256       1321224561212112532112232113     4231421     24322  03  0312 42220038991233213222121 1132313313311211 122222321122114223        14112121143122 2300389054793130733 001000903031  03132       015000882330137822       32011252 1
100390214       122111708111111151111213121144242     2122222     10  04  11 4422003901112331311111921111313313211211 233112312213224222        42112121122122 2300390054832230629 00100091004   32131       113000528334417812       54931252 1
100391815       122121311212212253122224233124442     3344424     98  02  22 24120039111222111444121 2131312312112112 111222122211111324        42221941144122 4300391054841220118 00100099802   16132       201001115221437822       25731232 2
100392256       141021525212211135191292311241342     2232432     01  01  12 41220039295223213112111 11113239193112121 11921321111113223        4211213112413212300392055121132219 001000901011  05232       083000810330137832  00   33321232 1
100393518       122121355111212238222993332242444     3333432     98  98  21 42220039311123122333222129919129999921212 11122321133123394        44929132134131 2300393055432193525 001000998989  23132       041001378113357851       16031222 2
100394574       142021317111212217222112322                                    22003941312222233322222232312313392121 23122212113312222           3221 21  2 1  300394055754193739 0010009    2  02131       141000794221537821       36131232 1
100395912       142121344222211190111122121                                    220039511111211111111 1111243313211212 13311221211919442           3135 11  2 2  300395055802193529 0010009       01132       127001110331157851       32811232 2
100396740       1421218272312192539122133113     2323133     34323  04  0421 23220039611122212222121 29312123313111222 11222322213121322        31392531143122 3300396056114194839 00100090404   18132       031001115223657851       26431232 1
100397207       142121993292211154111992191142532     2141423     02  02  12 42220039711112211122111 11113933133112121 21122111112123325        3211314111412213300397056322194222 001000902022  01232       005000952112027811  00   36331242 2
100398406       1621119862921121242122233233     4344311     43444  99  9922343220039811121222322221 2132213312332111 111222321111124324        43222141134142 4300398056643232535 00100099999   01131       101000984442757853       35031232 3
100399661       144122507121211151111213121244213     2132412     08  01  12 44220039913121112111111 1212343313311212 133211211111123222        13113131124112 2300399056972235521 001000908012  22232       029002957440527814       25631242 2
100400816       131112827232119242919923121343242     2144414     01  08  92 43220040012133122111111 21313933223199222 11122322121113122        42112141144115 4300400057201231419 00100090108   06231       021000700222627912       28041212 3
100401812       162111355112111151111222111222412     1244434     03  08  12122220040111131213222111 11123213132112121 31122211111123124        12313241144132 4300401057322230624 00100090308   08132       051000476221557952       55231252 2
100402651       132112126132111190111122314                                    220040211133213222121 11113122111321111 1319121112111411           3211 11  2 6  300402057362230022 0010009       06232       163001672222437932       22311212 3
100403704       1321220411212111531912123213     4423329     44442  04  0919 44220040311133213111111 1132399911311911 931111221191291192        33113141144142 2300403057893195337 001000904091  10132       097001550333457951       26941222 3
100404269       132122021211212299992222224344444     9344444     98  98  21 44220040411123223222221 22323121231121222 31122122211111224        44222142144142 4300404058371195619 001000998982  06132       159001199222337931       24224212 3
100405401       1421212422212122172229243122     4434133     21414  04  0422 44220040511122123333222222311121291321221 11222312133122323        41221222314111 4300405058414195137 001000904041  02231       009001378114037931       25031252 2
100406865       1421215101112111411111121912     4444321     14434  05  9812 44220040611131113222111 1939349913311222 233922229112114124        43313111144132 4300406058533195432 001000905981  02112       009001235334337931       25831242 3
100407610       111122216292211151111213323234344     1144413     09  98  2133422004071412212333422222131312133332122 231222321233111223        44223241244111 3300407058761195919 001000909982  15132       095000438113927911       44421242 2
100408440       113221243191211151912213121242242     2132232     08  99  12 42220040811123212333111 2132313323312292 213222321111194322        42112231122132 2300408058792195027 001000908992  14232       085001985223637931       26031252 2
100409574       161021708112219151122213223                                    220040913122122499211 22313123933321221 1122211222111132           2211 21  2 6  300409059002195529 0010009    2  02131       141000558221537921       25031222 3
100410505       131122521211212245229113922                                    220041094229429432222129999123233929212 9122299113919222           2214 21  2 6  300410059191132017 0010009    2  03232       007000293443257953       57641222 2
100411970       131112116291112151222213322233441     9131413     99  01  33 33220041112123122322222222323123333311222 11222321153193224        41111131114114 3300411059211232317 00100099901   04132       123000146440627913  97   5734124112
100412510       131021049111212290222212132221133     1441122     02  01  22221220041214133912233222212923133322221122 31222111243121221        33222442111121 2300412059332235521 001000902012  09232       001000569440537924       54321252 2
100413619       1131211162922121532229132243     4443421     41314  06  0621 44220041311123123399129222222423131221992 11222321111121114        34311242113112 4300413059443234931 001000906062  51132       073001083440537924       45433252 3
100414847       1321223261922111181112221312     2344221     43412  08  0412 23120041411213113222111 1112321113311212 131121311221112324        42112341134112 2300414059904200735 00100090804   10131       031000613221438022       34731252 2
100415662       1411127121111111561121123212     4144311     41412  01  0829341220041513123112912211 21322121133321211 31222121223114294        43223142114111 2300415060033225939 00100090108   01132       139000775332558052       27341292 3
100416251       113111456121112251222213322223441     1141413     06  99  22223220041611121222333222222223121332321222 31222911113123124        41222141114111 3300416060072225823 00100090699   01132       003000939330138032       54631252 1
100417308       132122884211211203112213321444444     2142424     99  99  12 44220041721233113191111 21393123913312121 31221921111112114        44113141124122 4300417060211131614 001000999991  03131       079000379222858052       46331292 3
100418815       1220111172921111341119211911     4424233     42422  98  9812 44220041813111411111111 11113413112112121 32111212213214322        42113241124122 2300418060224231431 00100099898   11132       197001506221438032       33421252 1
100419414       1211228422122122532922142322     2434391     43432  98  0621 24220041929223122333222122323121123221999 91222221919193123        43322242134131 2300419060383133435 001000998062  04232       079000229225018012       47241232 2
100420617       141122135112212253221223212234343     1233432     06  02  2933422004201512311343312222292312133132111 211121321921192423        4332243213413112300420060561195815 001000906022  08222       025000741112218011  00   24221242 3
100421505       1242122362111112112222123122     3443413     44444  99  9921134220042111123123223111 2231321121132222 212222121221111224        34222241144145 4300421061733232834 00100099999   02132       015001226443258053       44634142 2
100422602       1110210212112122999299233322     3142391     34312  01  0123 3112004221222322233922912233212133399911 211922221131113394        23392132143115 2300422061754181434 001000901012  02232       013001125440338023       27241292 3
100423510       161122236211212253222213222134321     1133322     98  04  21234220042322222122443222122223121321221212 11222321133191223        21222232133121 2300423062231142318 001000998042  09232       001000358440538024       36942222 2
100424901       122111018111111153119112121444444     1344441     10  04  21244220042415131111223211 91312121221321211 11222322913111124        44221142144146 1300424062392225622 00100091004   09222       157001122334318112       34632212 1
100425217       1411122021921122112229142322     4444411     44413  01  012124422004251512212244422212222312122922129 231222221133123124        44221142144111 3300425062564225534 00100090101   18132       115000441221428112       32112212 1
100426309       1111222431922122519229132231     2442211     33431  98  012112412004261232312999229222292312929391122 911229321193191314        22222139134136 1300426062643111731 001000998012  17232       109000229221458152       59041242 2
100427208       162111951211111160111112191442242     2144422     98  01  12 42220042711111412111111 11113433312112111 23222122241124412        4211354114412222300427064351231819 00100099801   02132       051001242441358153  00   42711222 2
100428915       1421113032121119452112233113     4322221     42412  08  0812 43220042811193111111112212323939133112121 33221111129123222        2211314112411212300428064363231939 00100090808   16232       141000854334418113  00   35031242 2
100429541       122121114232211298111223121244444     3444424     04  04  12 44120042931321113222111 2112313113212212 131111112131193324        44312141144122 4300429064682232723 001000904041  04232       039001138443828114       43221232 2
100430360       123222507122119299999293393344343     9243433     99  99  29 4422004301113319922212922239393933332199 233999291911113323        43329541234136 3300430064821004617 00100099999   03232       011002725444828114       23821242 2
100431805       1311229512121121052222133222     1314111     21421  02  042121322004311312312244322212922312122322112 231222111133121221        41221122214121 1300431064844004837 00100090204   23132       079000242440528114       56031242 1
