from,to,estimate,std_error,lower,upper,base
media,pyrite,-0.012206282231598947,0.021066683605691854,-0.053496223372455375,0.02908365890925748,0.32020628223160136
media,fewer_substantive,-0.11950360326806649,0.01947738515206822,-0.15767857667913537,-0.08132862985699758,0.32020628223160136
fewer_substantive,dk_offered,0.0011943400066391678,0.01737481523922258,-0.03285967210027476,0.0352483521135531,0.2007026789635468
media,dk_offered,-0.1183092632614132,0.01949734394935823,-0.15652335519634525,-0.08009517132648114,0.32020628223160136
dk_offered,scale_strict,-0.12823909137966902,0.01417628725473061,-0.1560241038334352,-0.10045407892590283,0.20189701897018827
media,scale_strict,-0.24654835464108926,0.01668635352489494,-0.2792530065831863,-0.21384370269899222,0.32020628223160136
