id,question,n_options,mode,row,topic,polling_firm,date,keep,drop_reason,dk_shown,claim_cue,drop_category,correct,dk,incorrect,basis,confident_correct,confident_incorrect,total,opinion_wording,graded,format
112,"Now, thinking specifically about the issue of global warming...do you think most climate scientists agree that the earth has been warming in recent years, or do you think there is a lot of disagreement among climate scientists about whether the earth has been warming?",2,telephone,133,GW Scientist Agreement,Princeton Survey Research Associates International,08/01-02/07,TRUE,,FALSE,FALSE,,0.52,0.09,0.39,Roper topline,,,100,TRUE,FALSE,binary
113,"Do you think most climate scientists agree that human activities, such as burning coal and oil, are a major cause of global warming, or do you think there is a lot of disagreement among climate scientists about whether human activities are a major cause?",2,telephone,134,GW Scientist Agreement,Princeton Survey Research Associates International,08/01-02/07,TRUE,,FALSE,FALSE,,0.46534653465346537,0.1188118811881188,0.4158415841584158,Roper topline,,,101,TRUE,FALSE,binary
87,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks of September 11th, 2001 (on the World Trade Center and the Pentagon), or not?",2,telephone,135,Iraq 9/11,Princeton Survey Research Associates International,06/18-19/08,TRUE,,FALSE,FALSE,,0.56,0.1,0.34,Roper topline,,,100,TRUE,FALSE,binary
163,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",2,telephone,136,Iraq 9/11,Princeton Survey Research Associates International,09/30/04-10/02/04,TRUE,,FALSE,FALSE,,0.51,0.13,0.36,Roper topline,,,100,TRUE,FALSE,binary
164,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",2,telephone,137,Iraq 9/11,Princeton Survey Research Associates International,09/02-03/04,TRUE,,FALSE,FALSE,,0.44,0.14,0.42,Roper topline,,,100,TRUE,FALSE,binary
166,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",2,telephone,138,Iraq 9/11,Princeton Survey Research Associates International,01/29-30/04,TRUE,,FALSE,FALSE,,0.39,0.12,0.49,Roper topline,,,100,TRUE,FALSE,binary
167,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",2,telephone,139,Iraq 9/11,Princeton Survey Research Associates International,09/18-10/03,TRUE,,FALSE,FALSE,,0.37,0.16,0.47,Roper topline,,,100,TRUE,FALSE,binary
138,"Thinking about vaccines for diseases such as measles, mumps, and rubella, do you think these vaccines are safe for healthy children or are they not safe for healthy children?",2,telephone,140,Vaccines,Princeton Survey Research Associates International,02/05-08/15,TRUE,,FALSE,FALSE,,0.8383838383838383,0.0707070707070707,0.09090909090909091,Roper topline,,,99,TRUE,FALSE,binary
89,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...Which one of the following countries did most of the 9/11 (September 11, 2001) hijackers (that attacked the World Trade Center and the Pentagon) come from?...Saudi Arabia, Iraq, Iran, Syria",5,telephone,142,Iraq 9/11,Princeton Survey Research Associates International,06/18-19/07,TRUE,,TRUE,FALSE,,0.43,0.12,0.45,Roper topline,,,100,FALSE,FALSE,three or more
115,"(Next I'd like to ask about some things that have been in the news. Please answer as best as you can. If you don't know the answer just tell me and we'll move to the next question.)...The federal government loaned money to banks under the bank bailout program known as TARP (Troubled Asset Relief Program). How much of that money has been paid back to the government?...All of it, more than half of it, less than half of it, none of it",5,telephone,143,TARP,Princeton Survey Research Associates International,11/11-14/10,TRUE,,TRUE,FALSE,,0.16,0.28,0.56,Roper topline,,,100,FALSE,FALSE,three or more
209,And one last question to get your view on a topic that has been in the news...Was Barack Obama born in the United States or was he born in another country?,2,telephone,144,Obama Citizenship,Princeton Survey Research Associates International,04/07-10/11,TRUE,,FALSE,FALSE,,0.55,0.22,0.23,Roper topline,,,100,FALSE,FALSE,binary
75,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...create a new government run insurance plan to be offered along with private plans?",2,telephone,146,ACA,Princeton Survey Research Associates International,09/12-18/13,TRUE,,FALSE,FALSE,,0.32,0.16,0.52,Roper topline,,,100,TRUE,FALSE,binary
82,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...cut benefits for people in the traditional Medicare program?",2,telephone,147,ACA,Princeton Survey Research Associates International,09/12-18/13,TRUE,,FALSE,FALSE,,0.4,0.18,0.42,Roper topline,,,100,TRUE,FALSE,binary
55,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not¡¦establish a government panel to make decisions about end-of-life care for people on Medicare?",2,telephone,148,ACA Death Panel,Princeton Survey Research Associates International,12/02-09/14,TRUE,,FALSE,FALSE,,0.40594059405940597,0.18811881188118812,0.40594059405940597,Roper topline,,,101,TRUE,FALSE,binary
63,"(I'm going to read you a list of specific elements or parts of the (2010 health care) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not¡¦establish a government panel to make decisions about end-of-life care for people on Medicare?",3,telephone,149,ACA Death Panel,Princeton Survey Research Associates International,03/11-17/14,TRUE,,FALSE,FALSE,,0.43564356435643564,0.22772277227722773,0.33663366336633666,Roper topline,,,101,TRUE,FALSE,three or more
78,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?",2,telephone,150,ACA Death Panel,Princeton Survey Research Associates International,09/12-18/13,TRUE,,FALSE,FALSE,,0.38,0.2,0.42,Roper topline,,,100,TRUE,FALSE,binary
178,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?",2,telephone,151,ACA Death Panel,Princeton Survey Research Associates International,03/05-10/13,TRUE,,FALSE,FALSE,,0.39,0.21,0.4,Roper topline,,,100,TRUE,FALSE,binary
179,"(I'm going to read you a list of specific ways the new (2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?",2,telephone,152,ACA Death Panel,Princeton Survey Research Associates International,09/13-19/12,TRUE,,FALSE,FALSE,,0.39,0.22,0.39,Roper topline,,,100,TRUE,FALSE,binary
219,"(I'm going to read you a list of specific ways the new (March 2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...allow a government panel to make decisions about end-of-life care for people on Medicare?",2,telephone,153,ACA Death Panel,Princeton Survey Research Associates International,06/09-14/11,TRUE,,FALSE,FALSE,,0.48,0.21,0.31,Corpus columns,,,100,TRUE,FALSE,binary
54,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not¡¦allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,154,ACA Illegal Imm.,Princeton Survey Research Associates International,12/02-09/14,TRUE,,FALSE,FALSE,,0.38,0.19,0.43,Roper topline,,,100,TRUE,FALSE,binary
59,"(I'm going to read you a list of specific elements or parts of the (2010 health care) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not¡¦allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,155,ACA Illegal Imm.,Princeton Survey Research Associates International,03/11-17/14,TRUE,,FALSE,FALSE,,0.32,0.22,0.46,Roper topline,,,100,TRUE,FALSE,binary
76,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,156,ACA Illegal Imm.,Princeton Survey Research Associates International,09/12-18/13,TRUE,,FALSE,FALSE,,0.35353535353535354,0.21212121212121213,0.43434343434343436,Roper topline,,,99,TRUE,FALSE,binary
174,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,157,ACA Illegal Imm.,Princeton Survey Research Associates International,03/06-12/17,TRUE,,FALSE,FALSE,,0.38902743142144636,0.11221945137157108,0.49875311720698257,Roper topline,,,100.25,TRUE,FALSE,binary
175,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,158,ACA Illegal Imm.,Princeton Survey Research Associates International,03/05-10/13,TRUE,,FALSE,FALSE,,0.32673267326732675,0.2079207920792079,0.46534653465346537,Roper topline,,,101,TRUE,FALSE,binary
176,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,159,ACA Illegal Imm.,Princeton Survey Research Associates International,02/14-19/13,TRUE,,FALSE,FALSE,,0.35,0.23,0.42,Roper topline,,,100,TRUE,FALSE,binary
177,"(I'm going to read you a list of specific reform proposals. For each, please tell me whether you think it was included in the new (March 2010) health reform law, or not.) To the best of your knowledge, would you say the new law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",2,telephone,160,ACA Illegal Imm.,Princeton Survey Research Associates International,12/01-06/10,TRUE,,FALSE,FALSE,,0.42424242424242425,0.16161616161616163,0.41414141414141414,Roper topline,,,99,TRUE,FALSE,binary
220,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to enroll in the Medicaid program?",2,telephone,161,ACA Illegal Imm.,Princeton Survey Research Associates International,02/14-19/13,TRUE,,FALSE,FALSE,,0.35,0.23,0.42,Corpus columns,,,100,TRUE,FALSE,binary
151,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,200, around 3,200, around 4,300, or around 5,200?",4,telephone,162,Iraq Mil. Deaths,Princeton Survey Research Associates International,12/04-07/08,TRUE,,FALSE,FALSE,,0.4,0.04,0.56,Roper topline,,,100,TRUE,FALSE,three or more
155,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",4,telephone,163,Iraq Mil. Deaths,Princeton Survey Research Associates International,02/01-13/07,TRUE,,FALSE,FALSE,,0.55,0.06,0.39,Roper topline,,,100,TRUE,FALSE,three or more
156,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",4,telephone,164,Iraq Mil. Deaths,Princeton Survey Research Associates International,12/06-10/06,TRUE,,FALSE,FALSE,,0.47,0.07,0.46,Roper topline,,,100,TRUE,FALSE,three or more
157,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1,500, around 2,0500, or around 3,500 military deaths in Iraq?",4,telephone,165,Iraq Mil. Deaths,Princeton Survey Research Associates International,04/07-16/06,TRUE,,FALSE,FALSE,,0.53,0.08,0.39,Roper topline,,,100,TRUE,FALSE,three or more
158,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?",4,telephone,166,Iraq Mil. Deaths,Princeton Survey Research Associates International,10/12-24/05,TRUE,,FALSE,FALSE,,0.48,0.05,0.47,Roper topline,,,100,TRUE,FALSE,three or more
159,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?",4,telephone,167,Iraq Mil. Deaths,Princeton Survey Research Associates International,06/08-12/05,TRUE,,FALSE,FALSE,,0.54,0.05,0.41,Roper topline,,,100,TRUE,FALSE,three or more
160,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)¡¦Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2000', prompt:) Would you say it is a little over or a little under?",4,telephone,168,Iraq Mil. Deaths,Princeton Survey Research Associates International,04/19/04-05/12/04,TRUE,,FALSE,FALSE,,0.55,0.07,0.38,Roper topline,,,100,TRUE,FALSE,three or more
18,"Do you happen to know what¡¦Barack Obama's religion is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or is he not religious?",7,telephone,170,Obama Religion,Public Religion Research Institute,05/02-06/12,TRUE,,FALSE,FALSE,,0.3308270676691729,0.41353383458646614,0.2556390977443609,Roper topline,,,99.75,FALSE,FALSE,three or more
20,"Thinking about current political leaders¡¦Do you happen to know what¡¦Barack Obama's religion is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or is he not religious?",6,telephone,171,Obama Religion,Public Religion Research Institute,07/14-17/11,TRUE,,FALSE,FALSE,,0.337468982630273,0.39950372208436724,0.2630272952853598,Roper topline,,,100.75,FALSE,FALSE,three or more
211,Global warming is happening?,2,online,172,GW Happening,Reuters,08/16/15-09/16/15,TRUE,,TRUE,FALSE,,0.6890000000000001,0.163,0.14800000000000002,Corpus columns,,,100,FALSE,FALSE,binary
1,Do you think President Barack Obama was or was not born in the United States?,2,telephone,174,Obama Citizenship,Selzer & Co.,09/21-24/16,TRUE,,FALSE,FALSE,,0.75,0.14,0.11,Roper topline,,,100,TRUE,FALSE,binary
198,"As you may know, the federal government runs a deficit when it spends more than it takes in during a given year. Since Barack Obama became president in 2009, would you say that the annual federal budget deficit has increased, stayed the same, or decreased?",3,online,179,Deficit Obama,YouGov/Huffington Post,01/28-29/14,TRUE,,TRUE,FALSE,,0.19,0.13,0.68,Corpus columns,,,100,FALSE,FALSE,three or more
