    1570 6182E42R122222222211292223114921433393331111313276213112   42.38       1
    2631 6181E36S122222222111112223119411143219231111312697212314   21.15       1
    3609 6182E34S122221211111122222114411342223331114313183212113   34.04       1
    4732 6181E34S221292922319212223192419929192434312313432212213   39.69       1
    5610 6182E42S199229121391112223129411232291114119313256232113   43.19       2
    6718 6181E36U122222221211112223119911223211231111313326211115   14.23       1
    7570 6181E42U212222222394191922234312312422412321323213221113   26.04       2
    8609 6182E34S219111122311211919113911993213339129311643212314   14.58       1
    9610 6182E42U122229222311112223113913293213331119313603211314   33.50       1
   10518 6182E36R122212922314211221212413412213431113332593233211   22.65       2
   11570 6181E42R222222222319112221113933413223939129332613213311   43.00       1
   12212 6182E36U222222222211222223113911129223233311312376211115   14.50       1
   13412 6181E42U111999999399992291199911199993939211313276211114   23.12       1
   14716 6182E36S292229929319112222119911999222931929234715212314   21.23       1
   15718 6182E36U222222222311119221121413133223331111313494211215   15.96       1
   16516 6181E36S121229922311122223213913499223434311312815212315   21.69       1
   17631 6182E36S222222221311911221294441439423411219333303232114   29.69       2
   18215 6182E42U122222222111212222113411133211411111312747211315   11.54       1
   19718 6181E36U122212212393321123239332249121431319332363111115   19.69       2
   20724 6181E42S121111991311922221114411133213431111311706212312   41.00       1
   21724 6182E42S212221221319112221493911293233333121113426212213   22.92       1
   22814 6181E42R222222222341911112234312419221399991321782213311   43.69       1
   23570 6182E42S122222222341112222312911414233431311312235212113   24.62       1
   24231 6181E26S122222211329119222394311221193434139323223212121   43.73       1
   25815 6181C17R222212221319912221313421393213421929312606213321   41.31       1
   26717 6181E42S111111212311222191119111393299431119313796212313   51.00       1
   27716 6182E36S212212122311212223413411339223331311111526212213   21.58       1
   28513 6182E39S111111912111222221114411133213231112311736212325   41.88       1
   29715 6181C55R111191211341111222113411193221331411211767213321   41.00       1
   30815 6182C17U211111111319192229999913239423411121311245211123   36.00       1
   31765 6182E18U222222921319912213929911999993419911113445211222   44.62       1
   32773 6181C17U222222222311212229312913339113431311223505221225   15.27       2
   33920 6181C55R222211122313211221112122131213431121313523213222   44.12       1
   34217 6182C17U222222222319221221112911299223431131332533211222   34.12       1
   35937 6181E39S221119291394221123133412333232414419333613212324   35.62       1
   36608 6182C55S222222221211991222113911293213331211112396212122   23.12       1
   37513 6181E39U111111122311121221413421293213431319311667211323   51.23       1
   38920 6182C55U222222221111112221114429433219223412312806211322   41.00       1
   39269 6181E26S122221122213292223133321123223434119313225212122   44.92       1
   40715 6181C55R122222221219112223113222143422331419112306213121   42.54       1
   41847 6181C17S222211222313912221223911933213313931213455212225   14.42       1
   42765 6182E18S222222222211212221112413332232331111312733212321   52.31       1
   43920 6182C55S111111121291121223393921439291234319213183192122   47.69       2
   44248 6182E26S221111212111191121113411999913331211111763212324   33.54       1
   45989 6182E26R222212991311292221111911919293999129321655213321   31.00       1
   46419 6181E39R122211212311911221914491999492411333341756213321   51.00       1
   47317 6181E18S222222221219122221313412233223431311213456212223   51.92       1
   48630 6181C17S222221111319491221112991449223939191131773212325   44.81       1
   49815 6181C17S222222222312112212112413321213422311333725212323   51.35       1
   50812 6181E18S221111111319911929993999999993139999391665212323   41.35       1
   51937 6181E39U122212229311119221323911429223432219332743211324   33.00       1
   52607 6181E36S222222922211112221112113199223421221313795212312   21.00       1
   53815 6182C17S121119992319922122493411323112333321312295212123   56.58       1
   54419 6182E39R121212212313222222314911434133431211111434213222   55.15       1
   55330 6182E39R111221222394321113212941294323434211133246213122   52.54       1
   56740 6181E39S111111212111122122114411113211431111311587212222   51.54       1
   57260 6182E18S222222222399911129299992999223499399332813212323   53.12       1
   58231 6182E26R129212222313111221393911199223939319932592213221   24.65       1
   59765 6181E18S111111212111122121114421232213131311311366212122   42.81       1
   60404 6181E13U122222221314212221113411432223111114312306211134   23.92       1
   61614 6182E39U122292292313219112391913921492421144312303211125   38.88       1
   62734 6182E26S199919292391121229113421249931131329111555212225   12.96       1
   63248 6182E26U122222221111292221113913493212331111112736211324   31.38       1
   64727 6181E12S222212222319112221212912299922919229311789212333   31.50       1
   65336 6181E37U222212222313212221339932199423431139132486221233   32.35       2
   66404 6181E13U211111112319221992114411233213213311311466211234   22.27       1
   67386 6181E12U112212122313421113143413493113434341312395221133   25.19       2
   68850 6181C12R122222911311121123221431149422412211323483213231   54.96       1
   69412 6182E42S212212919311422222119912223223111121311336112114   28.69       2
   70540 6182E51R119112221341211211229993299423439229333442213231   59.69       1
   71540 6182E51S222229219339111993292912393123439921333636212332   51.54       1
   72304 6181E54R222222222211212221114411422211331111312626213331   31.31       1
   73727 6181E12S112211212311221122124423323233291119311235212135   38.96       1
   74910 6181E37R221111119319121222999411493222339919331435213231   24.04       1
   75336 6182E37S122122221319211223113913442222431311313595212233   31.96       1
   76540 6181E51S222222222319212221314911999233331219313496212232   41.73       1
   77703 6181E51S122222222111292221114411123212431111313625212335   33.04       1
   78828 6181E37S222219992313112221113411233212431121113646212333   41.77       1
   79336 6181E37S122222222311112221411212423222433112313603212332   53.35       1
   80336 6182E37U211221129399292129439911433122214111331666211333   31.12       1
   81704 6181E37U122222222391291192299943499193499119312565221233   52.35       2
   82304 6182E54S299219992311211221293413999233331212333755212332   31.19       1
   83843 6182E45S129112929312191993114913999293431129311696212332   41.08       1
   84828 6182E37S111111212111122129114921149213131119313426212233   43.31       1
   85803 6182E45S112911912319911121914992999923329129333793212333   52.69       1
   86706 6182E13R121119192231922121119911492312431311111737213331   41.00       1
   87919 6182E37S119211292314222221114922193213413111313777212331   31.00       1
   88252 6182E37R211111111313221221221411493323439229391473213231   43.62       1
   89770 6182E13S112111211211929129114911123213934119315625212334   52.23       1
   90352 6182E12S122212292323212222114421313211231111311406212232   42.85       1
   91727 6182E12U111111912319121222114911243212931111391425211235   36.73       1
   92727 6182E12S291211112391321229992942999493439999341712212335   39.58       1
   93757 6182E51U212222221341112221242211422222433329119395221134   47.35       2
   94703 6182E51S212212222313211221312911419233491221312576212235   32.73       1
   95321 6181E12U211111111319329223411411422231231322323417211233   43.65       1
   96336 6182E37U212211222311112221113411229232433421112486211233   31.96       1
   97717 6181E42S222212222391211221223321449293233312122297212113   44.27       1
   98615 6181C47S221111212319922122119429999292431111311486212232   51.73       1
   99615 6181C47S191111121119122113114411233212231212111367212132   52.85       1
  100865 6182E47S111911212319921922919911993223431311324323212133   45.85       1
  101865 6181E47S111111212111222111113211133212431219111586212232   31.54       1
  102508 6181E25S111211111391422229299919991492219119333183212113   24.04       1
  103203 6181E 9S222222122319112221913923499293431111313595212214   11.96       1
  104256 6181C 1S222222929319999222921991499493491929331652212332   45.38       1
  105508 6181E25S222222122111112221112411111219431311312765212314   11.23       1
  106860 6182E 9U121211212399912222113421329293131419311415211213   23.46       1
  107860 6181E 9S219112912391122222919411213491233111313995212913   21.69       1
  108802 6181E50R222222221313112221411323933223433121312506213211   21.19       1
  109859 6182E21S122112212111121122114411233213131311111305212133   56.69       1
  110256 6181C 1R222222229319911921314992411333929929322695213331   21.00       1
  111334 6182C 1R211111112119122221111423124213311211111465213231   52.19       1
  112302 6182E10S122222222311912221114421133233231119312645222334   12.65       2
  113601 6182C28R211911212214222221113413133212431112311675213332   51.19       1
  114910 6181E37S122222221111122123114421121213131111313396212131   42.46       1
  115803 6182E45S122222222311192222112419133211111331199545212233   24.77       1
  116757 6182E51U291111212311921222414413299133931112311803111334   46.42       2
  117218 6181C27S122221922319121122194411133232331312313416212221   12.42       1
  118785 6182C20R112212122219212221114421233213413211313396213122   52.81       1
  119256 6182C 1S222292222399919921192911431223331112333583212232   44.35       1
  120717 6181E42S211111911313221192212421929423434111331944212313   52.54       1
  121507 6181C27R211111111312121123412411219223411141111466213221   51.46       1
  122816 6181C29S222212222319221229219992939199439929111396222124   14.88       2
  123515 6181C19S222229122119121222413413433212411111312416212223   23.62       1
