  124603 6182E33U112112222311222222113411999223431119311576211213   31.42       1
  125952 6181C27S222222122111112222113411139212311111113506212225   23.00       1
  126701 6181C38R122222222311112223114423123213211111313524213221   54.88       1
  127402 6181C31U222222222399111222214411439423413111331553211224   45.62       1
  128781 6182E25S222222922311112223114921291293411111312676212314   11.00       1
  129701 6181C38R122292119399212221293412421232331319333493213221   54.88       1
  130763 6181C27S222222922211212222914411143293133314312717212325   21.69       1
  131203 6181E 9U222222921311912223419411199223931111312997211914   11.27       1
  132785 6182C20U222222222342211221213442494431424131222675221323   31.58       2
  133620 6182C20R211111212214221213413911199323931111311376213121   52.69       1
  134978 6181E25S122222929312112221114311233213414111313456212214   13.27       1
  135501 6181C 5S122222222311211222114921993293431119313706212333   21.27       1
  136203 6182E 9U129211229334911222439432249492491219323232111114   19.69       2
  137918 6181C40R222212122312112223113421223292311111313397213131   42.73       1
  138918 6181C40S122222122331111221222412412421431121332313212131   44.38       1
  139918 6181C40U111212111319922221113999999293439329312353241134   58.04       2
  140601 6182C28S121112212319122121113112199221431239211543212232   55.73       1
  141903 6182C48S119221222319922222114213313213411119313685212333   51.38       1
  142479 6182C 5U212222221311222222313213299212411311312567211232   41.54       1
  143918 6182C40U211111111342222222313311223222134111111246211134   53.19       1
  144972 6182C48U222229299319912221113411133219231911312307211133   55.35       1
  145210 6182C48U221111212319922223213921124223431291331703211334   43.62       1
  146859 6182E21S111911212211121223113921143211421219313625212334   52.23       1
  147972 6181C48U222222222314212212242431444412431212322183121135   49.69       2
  148405 6181C40S122222922392112221141412422492433111312296222133   54.12       2
  149972 6181C48S222221222313212221112423334232433111313606212333   51.77       1
  150903 6182C48R221111112319121121213911499993423111311783213331   52.35       1
  151225 6182C22S211111212111921121113412499323431311111463212234   45.50       1
  152918 6181C40U222222222312212221111122243213434213323625211334   52.46       1
  153641 6181C19R122211922319122129114411393292931311313483213221   34.88       1
  154225 6181C22S122212122221212221114221232213431114311414222234   48.27       2
  155281 6181C48U122229221311192223114421133213431111312697211334   41.42       1
  156918 6182C40U121111212113122121113411123211431111311506211234   54.12       1
  157479 6181C 5S121111192311991121434923299991423119311875212332   51.19       1
  158337 6182C22R121211212319922221114913123232411319311426213231   42.46       1
  159303 6181M 8S122212111399421221393239229392433319333212212145   19.35       1
  160623 6181Z 4U191111112311122121111112213223432311121405211243   44.42       1
  161435 6181M49U222292199319921221119993999393499391319655211341   51.04       1
  162806 6181C48R191922222311922221114491193293431919313681213331   53.35       1
  163972 6181C48S122229212319291223213442322211421413322816212333   51.27       1
  164719 6182M 8S222222929244221112314411224223334221333793212341   22.38       1
  165970 6181M 8S111111212311221123113411123313431411311655212341   51.04       1
  166520 6182Z 4S122292222232112113334412423412433124123203112141   26.85       2
  167719 6181M 8U112222991394221223292923424223334119312265131142   59.69       2
  168505 6182M35U111199111343221912293412114991331213331189911143   33.35       1
  169435 6182M49U211111212311211223214313313223433113311286211141   54.08       1
  170360 6182P53S122222222311112222114311133211411111313587212241   31.35       1
  171209 6182P 6U122222229392419221219929999922991429332752211343   34.50       1
  172509 6182P53U111211112319222222113421133221311111213333211141   54.46       1
  173509 6182P53S222292212332112222323123111133131119312316212141   54.08       1
  174218 6182C27R122222221311119223312411233211131211343677213321   41.00       1
  175360 6182P53R222222222391211291329413219293429119313893213341   42.38       1
  176916 6182P 6S222222222311212222114423123211431111312527212244   32.27       1
  177308 6182C31R211221211399222221293419931293333119313315213122   59.69       1
  178831 6182P 6S211111222313122221312421423233233311311246212142   12.46       1
  179818 6182P 6U122112111391411121424912229132929119342643141345   19.69       2
  180714 6181P 6U129111292311292922113911491212933111313755211345   42.15       1
  181520 6182Z 4U292222222311292223414911219393331119112583111241   26.77       2
  182541 6181P41U192222221399192221244421429393133211312297211141   22.62       1
  183831 6182P 6S229222221319112121992911999123431111312647212342   11.54       1
  184510 6182P 6U122222229111112292113411133211431311112346211144   13.96       1
  185360 6181P53U222222222399111211394911499293311219332475211243   32.96       1
  186702 6182P32U222212222319919991191913299993434921232573211242   44.42       1
  187775 6181P32R291111229394991119991919993493439921333555213241   11.65       1
  188818 6181P 6U219111121319422129113411193213431312313995211945   13.35       1
  189509 6182P53U111112112111222111114412133213431111311826211341   51.00       1
  190503 6181P41S122222192341211222414423341122431311313547212244   14.15       1
  191818 6182P 6U122222222313112221112413142213431114312506241245   16.54       2
  192505 6181M35U222222222112112221119921243212433411312867211341   11.00       1
  193310 6181P 6U222222919311222221113411133212421111312836211345   11.73       1
  194360 6182P53U222222922319111223994421949311431119313556291243   32.08       9
  195925 6181P 6S221111111329921992194942449422414311312855112344   12.77       2
  196360 6181P53U121122921314122221414919213223414941399516211241   32.73       1
  197916 6182P 6S122212222311211121412911949293411119312445212244   35.04       1
  198760 6182P 6S122222222311212221114421131211331113313785212343   31.38       1
  199562 6181P 6S121112121331112223112411233212431111311674212345   44.23       1
  200509 6181P53R211211111399121921399499299292493119314195213141   54.62       1
  201503 6182P41U122212121313122222114422123213231112312436211244   13.81       1
  202619 6182P 6S221221122311111222291991419993433919111555212243   32.19       1
  203714 6182P 6U211111119393921112214911949493431111342823211345   44.92       1
  204559 6181P 6S221112112399922221292411439193434322332473212242   44.23       1
  205714 6182P 6S222212211313212221113911433222433323312785212345   42.12       1
  206323 6181P 6U212291229319912221992913299193419219332853211345   14.92       1
  207920 6191C55U122292229211222222912911339233939329313615211322   41.65       1
  208513 6192E39S222222222319912213122912412213333114113407222225   46.62       2
  209937 6191E39S222222222311121221211211222222134111133236122124   35.58       2
  210219 6191C18S122222929311912223114421193112931111312697212324   11.38       1
  211269 6191E26R111211191331311222433221211293331119311233213122   54.31       1
  212937 6192E39S229292229314992121212912499299929199333663212324   33.54       1
  213630 6192C17U212212212314111221212111419123431221312603211325   47.62       1
  214715 6191C55S222221122311112221112111233213411111312735212321   11.00       1
  215440 6191E39R122222929211112221113923441213933112312675213322   31.15       1
  216765 6191E18S219122922311221222414911339231412311133653212321   32.31       1
  217618 6191C17S222222222311112221113923223223333121312656212323   21.08       1
  218740 6191E39R122222222213112229114111123211331111213303213121   54.31       1
  219815 6191C17R222222221341211113124433299233421332333585213222   31.85       1
  220231 6192E26R222112212313222222114913333293431119311607213321   41.31       1
  221920 6192C55R122222222331912222313432323232431311312823213322   42.31       1
  222812 6191E18R222212999399929929191992399493994911329493213222   34.12       1
  223815 6191C17S122221221311212221133912413211421219343783212323   32.65       1
  224920 6191C55U121111112319922222413991493213431219311706211322   41.08       1
  225608 6192C55S122222122111212223114411113212311214312622212323   16.23       1
  226920 6192C55R122222912399911111239992429292339129334363213122   45.15       1
  227765 6191E18U222222222312121222324412123323331222313455211222   42.50       1
  228847 6191C17U222222222111912221113921191211233121312663211325   14.81       1
  229815 6192C17U122222222111122223114411133212431111313603211323   33.77       1
  230217 6191C17U122222222311211223414411233292421319312645211322   31.65       1
  231919 6191E37S122222121111211223114411223211411111312737212331   31.00       1
  232704 6192E37R211111212113129122114411933233431312121525213232   42.54       1
  233229 6191E13R222211221311212221411412413423433919332555213231   51.62       1
  234336 6192E37S222221222319211222314411129212331111313537212233   31.96       1
  235770 6192E13S211111112311922222313911999211939129311775212335   12.08       1
  236336 6192E37U122222221111912222114111233213411214312477211233   33.62       1
  237412 6192E42U222222222343111223314411299433431341324652221314   26.73       2
  238828 6192E37S222222222319212223113311439213231111312476212232   51.73       1
  239706 6192E13S222222222313912221112913493233434319313593212231   53.77       1
  240803 6192E45S122222222323112223242313333423424112343243222133   56.08       2
  241772 6192E12S211111212311111221413413419223431224331516212232   41.73       1
  242304 6191E54R222222222311912222414121439213131112313633213331   43.77       1
  243803 6191E45R122222221399921221299431419392433119312355223131   13.88       2
  244252 6191E37R122222229399919229999992933299939119333637213332   51.54       1
  245704 6191E37R111221222394912299292349393493291343392996813932   51.38       1
  246478 6191E13S212211221333122222413311443231211311113267212133   35.35       1
  247301 6191E24S122211222311212222114113133233131114113355222134   15.92       2
  248864 6192E45R121111212311921221319931999993334199331545213232   44.12       1
  249850 6192C12U222222222311212121319411299221339349342503221232   55.00       2
  250813 6191E12U221911112319221223113421329423331112331555211234   32.46       1
  251352 6191E12R222222222311112222413212233233231124312707213332   41.00       1
  252239 6191E12S221112222399221221999992999293439929331642212332   58.54       1
  253609 6191E34S212221222313112212412413333213131124312505212213   32.35       1
  254828 6191E37S221211211399921222944933439493499919331762212332   55.38       1
  255912 6192E13R222222221391111222191911319993222133313675243331   51.19       2
  256410 6191E24S222222122111112221112421933213431121312783212334   43.62       1
  257304 6192E54S112211212311122222114421133212231111313617212332   51.54       1
  258407 6192E12S221111212319111211113911443212432219311463212234   35.50       1
  259410 6192E24S222212222319911221413923213213933211311635212334   22.46       1
  260304 6192E54R122112222313121121113221412212431214333735213331   31.04       1
  261301 6192E24S222222221311212223413413433213331111112436212234   14.19       1
  262954 6192E12U122222222332112122414123322213431213313343211134   16.69       1
  263404 6191E13U119299129313192222114411431213411319214995291934   22.96       9
  264614 6192E39S222222222311212222113923493293499111212763212322   52.69       1
  265304 6191E54S122112222399121222299493229293331229312393212131   54.54       1
  266618 6191C17S222212212393911123239142411132421311332475212223   22.88       1
  267678 6191E13S112122229311122222113313299213913219312483222234   59.00       2
  268904 6191E12U122112121399922229399913499393339329342405221234   45.92       2
  269732 6191E34S111111912214921991314121939232431329331817212313   31.00       1
  270609 6191E34S122222122111992222113411133212431111312697212314   11.15       1
  271616 6192E26S222222222119212222213411499213133141314735212323   51.35       1
  272610 6192E42S122221221111112222114411433213331113313646212313   41.42       1
  273856 6191E34S129121212319922123114411139213431119311577212215   12.19       1
  274718 6191E36U111221211319222221113423433212331311111347211115   14.23       1
  275516 6192E36S192222222311192221112121123212431111333566212215   22.19       1
  276484 6192E42S122222122119122221113919333213431111112387212113   42.65       1
  277215 6192E42U192299129111122222114411133211431114312607211315   12.19       1
  278856 6192E34S222222222323112221113413221222434112112395142113   27.69       2
  279304 6192E54R222292999399119921919921419993439121312836213331   51.00       1
  280516 6192E36S222222221311122223113311222223432121313647212315   22.15       1
  281601 6192C28S129212222319121223294412931293433999331496212231   52.69       1
  282802 6192E50R222222291391919192124999499193494121333845213311   21.00       1
  283901 6192C47S122222222111112222114411199132131314313655212334   21.58       1
  284615 6192C47U222221222111112221113913133213911911313647221334   22.38       2
  285251 6192C 1R191111292211121121313211343213411111311677213331   51.00       1
  286615 6191C47S122222222312112222114223229221434119313575212232   41.69       1
  287731 6191C47U122211122399912221334913199292434219312513211232   45.73       1
  288931 6192C47R222222221344291992119939999923199999329326213132   34.65       1
  289606 6192E21R112222211111222223312411221322231213212195213131   14.35       1
  290865 6191E47S111111212311229222114411413212411119311735212333   41.38       1
  291931 6192C47R111111112399111121311912291193234119311543213231   24.96       1
  292601 6191C28R222222222214211221311411443321311122339424213231   46.69       1
  293402 6191C31U111111112111122222114923133213431111311566211224   42.00       1
  294610 6191E42S222221111319112221213411942311131211113376212113   42.92       1
  295636 6192C29S122211122311122222413111923213431119312704212322   32.31       1
  296402 6191C31U211111212313221221314411423221411312311635211324   42.42       1
  297319 6192C19U291111999319929129919999993299499399313815211322   21.15       1
  298515 6191C19S222212121344211222233311223413333223212267212123   25.27       1
  299515 6191C19S122999292311922921114422191219991419315993212922   32.62       1
  300314 6192C29S122222221111192221113411144213331111342436212225   25.00       1
  301203 6191E 9S122222222311212222114413223911431311313505242214   25.04       2
  302651 6192C27S121111212311922222113929293212431919313505212225   17.23       1
  303508 6191E25S119111112211929221314919249222491119331793212314   12.46       1
  304607 6192E36S211111112314321123212413323211331111341685212312   21.00       1
  305573 6192C29R111111212311121122113411333213421212111356213122   42.81       1
  306225 6192C22S111111212113121122114411443213423411311603212334   44.38       1
  307318 6191C22R122222222344111111223412224222431312112503213232   25.73       1
  308504 6192C22U122222222111112223114411133212411111312627211334   42.04       1
  309936 6191C48R211111122313121223113111443223431313111415213231   44.04       1
  310405 6192C40S222222222313211922113421312233414111314735212333   51.35       1
  311605 6191M46U229121122319112221114911229291931119311513211221   53.54       1
  312281 6191C48S222221292311212121114911333213231122213723222333   43.77       2
  313409 6192C48R122222222311112223113412433211431111312736213331   51.00       1
  314918 6191C40S121112212393311123424911411293331421312417212231   42.46       1
  315417 6191C29U229999999311192221113411143213211111214673211323   43.12       1
  316281 6192C48S211111111391911229111911999293439111313366142134   47.42       2
  317479 6191C 5U222221222119112222114421123211311111311476211232   41.73       1
  318918 6192C40U222222221299911912234342493122421419342675221334   51.85       2
  319972 6191C48U121111112319921223113311493212413114313884211335   44.15       1
  320713 6192C48S122221211311912222113911223212411111313723212334   43.08       1
  321918 6191C40S221111122311929221113912493293411121331713212331   22.35       1
  322505 6191M35S222222292344111222144312121192432993391183112141   28.58       2
  323806 6192C48S221191119399999921313412129223431321232693212331   52.35       1
  324870 6191C 5R211112211399221222922912449292334121133417213231   32.73       1
  325580 6191C40R122211212311111222313411313212331119311626213331   51.35       1
  326956 6192C48S291211211311221121223411444423434114311466112233   23.50       2
  327985 6192C22R221111292319921229419992499992431929332483213231   43.62       1
  328208 6191M16S199121222311412222312411443333331124311365212142   53.81       1
  329303 6191M 8S222221212311112222113413113213411111313566212242   51.54       1
  330435 6192M49S111111112211112221213411133211331211313497212241   52.73       1
  331505 6191M35R111111112311222221314111224233431421331546213241   52.73       1
  332480 6191Z 4U211111221313112221112941299922911229313335241143   49.69       2
  333505 6192M35U119229999314121123412221242431332111113285231143   37.88       2
  334801 6191M49U122211212311222122113411133213291111313546211242   53.15       1
  335619 6191P 6U121121212119122122113411123212431111311766211343   31.27       1
  336805 6192P 6U111211121341112221113431413422111112333253211141   44.46       1
  337541 6192P41U291999192312221221413311331293424139311816211341   21.00       1
  338408 6192P 6U122222222311112222113411433211414111312336231144   14.62       2
  339323 6192P 6U122211211311222221114411149213431111312556221245   13.35       2
  340818 6192P 6U221211212211411221111411411192429121333705211345   12.12       1
  341206 6192P53U122222222311212222113413439391431119312476291243   14.31       9
  342541 6192P41R111111212313219223114429923212331119391526213241   52.73       1
  343916 6191P 6S222211222311111222123111149933413911112646212344   32.04       1
  344510 6191P 6S211911111311111123113911423232334121311673212344   13.65       1
  345360 6192P53S122222229399122223999921999392314311313774212343   32.73       1
  346435 6191M49U122222922391999929919913999391434119314812211341   53.38       1
  347530 6192P 6R299212112211192123344411413221414422321183213142   45.58       1
  348503 6191P41U212111192111911221113421243212911119311856211344   11.27       1
  349360 6192P53R222212222311312123342321423221232111132455213241   22.23       1
  350530 6191P 6S211111111133112221112411233211331111311675212342   51.19       1
  351910 6181E37S222222229399919999999999999993499999329523992231   44.23       9
  352407 6181E12S122222221111112223113421113212331111313616292334   32.38       9
  353301 6182E24S122222222314112221113923991211421119312705992334   11.85       9
  354919 6181E37R221112212319122121193911949293431991311525213232   52.54       1
  355706 6181E13S112222221399911223413421993211211119312225242133   56.73       2
  356773 6181C17U112222121219921221399431224493429129222273221125   19.69       2
  357407 6182E12S192222921311912222114911233319931111312287212134   33.92       1
  358386 6181E12S222212922319922229993919929993999919392675212333   21.35       1
  359305 6182E12U222111912314991222119421999211431214211639211334   22.69       1
  360703 6181E51S221212112393291221411911223133423221311995212935   33.31       1
  361386 6182E12S222212222312112222114211423213231212113497212233   21.96       1
  362301 6181E24S122222121111212222113411433212411221312607212334   12.04       1
  363704 6182E37R222222222391319229299442999993439399333602213332   58.54       1
  364815 6181C17U122222222239212221191412923492334423343322221123   38.12       2
  365540 6182E51S222222222319191221319911999223939429313623212331   43.77       1
  366828 6182E37R222212222319911221499412119293431911312385213132   54.69       1
  367740 6182E39S121111112399911129919913499193931311313193212122   54.31       1
  368219 6181C18U212229199399291919299911999991199999324219891124   14.73       9
  369229 6182E13R112111122319999929919999993919999999391711213331   33.35       1
  370317 6182E18U112221192312112222313421123213331211315445211225   36.62       1
  371269 6182E26S122292222311292221113411113213931111313825212322   31.15       1
  372715 6182C55R222222229319912221213912433293433319133605213321   41.58       1
  373919 6181E37S122222121119112222114421199491314411312195212132   15.04       1
  374770 6182E13S222222922319122222112913423213334211312456212235   13.04       1
  375727 6181E12S222222229391112221114111143212431314313715212335   32.08       1
  376419 6182E39S111111112339921992914921299213934419331735212322   41.15       1
  377301 6181E24U119111292119111122412121213293193311311193211132   44.38       1
  378919 6181E37S122211192311122223114911123212111119113616212332   11.54       1
  379216 6181E39S291211111399199919999999999992999329322195212125   19.27       1
  380312 6181C17U122212222311222221111432223113421121332863211325   14.08       1
  381248 6181E26S222222222312912229114911193913931111313583212224   35.62       1
  382440 6181E39S222112222319211222392912221333419929112493212225   17.31       1
  383407 6181E12S122222221219112221114919933113411119312705212334   41.58       1
  384937 6182E39U222222221311312222114411133213411111312236211124   33.12       1
  385219 6182C18S122222222319911122943412399223433129312592212224   17.08       1
  386419 6181E39R211111112313221122223411213233434221111456213222   51.69       1
  387404 6182E13U222222221211212222113411133232431113312536211234   22.27       1
  388813 6181E12S122222222111212223114911193211431119313595212234   32.23       1
  389313 6181E26S129221922312212221114411129293231119312215242125   19.69       2
  390843 6181E45S121111112111229192113411913232411111311606212332   41.54       1
  391402 6181C31U122222221391211122293312413421331311111383211124   46.81       1
  392740 6181E39R221212122399921229999912499393439199111523213222   24.12       1
  393419 6182E39R211111112399921219299911999222339111339345293121   59.69       9
  394229 6182E13R222222222349911299239942499493429919932722223332   56.42       2
  395989 6181E26U121122222331312212193419293213431919313575211222   21.65       1
  396402 6181C31U222222222111122221112411139213931311312577211224   41.96       1
  397217 6182C17R222222221111112221112923233213131311313373213121   46.58       1
  398920 6182C55S222111222311121221213912933223213999311523212221   33.54       1
  399812 6182E18S122222221319122222114421122213131229312476212222   43.08       1
  400651 6182C27U111111122199921911999912999123433929923582211225   19.62       1
  401815 6182C17S111111111211112223112411433213331231111486212223   33.54       1
  402803 6182E45S221111119319221122219111929323494311311524212232   54.19       1
  403304 6182E54R121212112341111223143411449211131114311183213131   53.81       1
  404260 6182E18R111211112211212222113913433212311112113485213222   54.04       1
  405608 6182C55S122222222111112229114411123211431111312817212323   11.23       1
  406740 6182E39S119221192311912222114911121213431111212657212322   41.08       1
  407740 6182E39S222222292399911992194991993993491219322703212322   52.69       1
  408706 6182E13U222212121334211921123421333323431211332365211132   54.69       1
  409734 6182E26S222222229119112229113923133213933221312597212223   11.73       1
  410618 6182C17R211191212331491221114421139213431211111616213321   41.31       1
  411434 6182E51R111212121399929191199992999993439999133624213331   42.88       1
  412231 6182E26R222222222399912222914919999923422929323443213221   46.58       1
  413440 6182E39S112211919311929221113911293293411113311886212325   11.88       1
  414304 6182E54R222222221314211212114431433123434411331265213131   48.77       1
  415804 6182E51S222219929111199222113421291213431311113546212234   42.27       1
  416804 6182E51S112212222349912223114131111193339141314303112135   49.69       2
  417919 6181E37S222222211399911992399942319993439929332473212232   14.19       1
  418740 6182E39R211111121399221113491942239923494329313345213122   49.69       1
  419913 6181C20U122222222331912221911919999993419919322606221324   12.38       2
  420828 6181E37S122222191111112222114411133212311111312467212233   43.62       1
  421407 6181E12S122211212311229122114421133219321111313637212334   42.04       1
  422706 6181E13U211111112914229122413911219933433211113456211233   21.96       1
  423305 6181E12S122222229114112221114113193232421211312704222334   23.65       2
  424218 6181C27R222222122399992221311999429233439219312533213221   43.54       1
  425636 6181C29S111111292111922129113919193211191919312557212225   22.69       1
  426218 6181C27R111111111391921211299913999422431129311203213121   33.73       1
  427903 6181C48R121112212399929211219992199191434319333463213231   54.96       1
  428731 6181C47U122211222311211221443911293113431129313524211232   45.73       1
  429502 6181E21U222222922339112223914213933213431221113536241234   32.62       2
  430308 6181C31R229212211349111122131911912923434929313585213222   51.85       1
  431601 6181C28R211191222311992121113931323223431111311405213232   54.69       1
  432515 6182C19S111111212319121223112421139233431119311346212122   32.92       1
  433931 6181C47R222222221341921111211992499233334299332503243232   34.85       2
  434580 6181C40R291111112319291221113419499932423321311766213331   51.00       1
  435417 6181C29R221111222311221123423921933293331111313396213121   52.69       1
